"事务别名","名称","平均响应时间(ms)","总耗时(ms)","耗时百分比(%)","请求数","吞吐率(tps)","错误率(%)","错误数","慢次数","应用"
"URI/grcv5/dwr/call/plaincall/roleService.getRolesTreeNode.dwr","URI/grcv5/dwr/call/plaincall/roleService.getRolesTreeNode.dwr","21.0","21","8.679973E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"SpringController/${url.bpm.user.exloginInfo}","SpringController/${url.bpm.user.exloginInfo}","21.0","21","8.679973E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/PDF.js/web/cmaps/UniGB-UCS2-H.bcmap","URI/grcv5/resources/PDF.js/web/cmaps/UniGB-UCS2-H.bcmap","21.0","42","1.7359946E-4","2","1.1574074E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/G_1_legalStaffManagement/G_1_informationManagement/G_1_informationManagementList.htm","URI/grcv5/wp/G_1_legalStaffManagement/G_1_informationManagement/G_1_informationManagementList.htm","21.0","21","8.679973E-5","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/G_1_legalServicesDemand/G_1_legalServicesDemandList.htm","URI/grcv5/wp/G_1_legalServicesDemand/G_1_legalServicesDemandList.htm","20.75","83","3.430656E-4","4","2.3148148E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"SpringController/serverapi/cj/rest/dataCenter/getToken","SpringController/serverapi/cj/rest/dataCenter/getToken","20.666666","124","5.125317E-4","6","3.4722223E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"SpringController/${url.rest.prefix.flowmobileapi.v1}/user-tasks/replied-inform (POST)","SpringController/${url.rest.prefix.flowmobileapi.v1}/user-tasks/replied-inform (POST)","20.5","82","3.3893227E-4","4","2.3148148E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrLegDemandEditService.updateComplianceInfo.dwr","URI/grcv5/dwr/call/plaincall/dwrLegDemandEditService.updateComplianceInfo.dwr","20.071428","562","0.0023229262","28","1.6203703E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/hdCommunicationLogService.findCommunicationLogsByInstId.dwr","URI/grcv5/dwr/call/plaincall/hdCommunicationLogService.findCommunicationLogsByInstId.dwr","19.891891","736","0.0030421237","37","2.1412037E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrMajorContractService.getListByCreateUnitId.dwr","URI/grcv5/dwr/call/plaincall/dwrMajorContractService.getListByCreateUnitId.dwr","19.857143","139","5.7453156E-4","7","4.0509258E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrUserGroupService.searchGroups.dwr","URI/grcv5/dwr/call/plaincall/dwrUserGroupService.searchGroups.dwr","19.75","158","6.5306464E-4","8","4.6296296E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrReadService.findUnReadListByInstId.dwr","URI/grcv5/dwr/call/plaincall/dwrReadService.findUnReadListByInstId.dwr","19.421053","369","0.0015251952","19","1.09953704E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrReadService.findUnReadListByInstId.dwr","URI/grcv5/dwr/call/plaincall/dwrReadService.findUnReadListByInstId.dwr","19.216217","711","0.0029387907","37","2.1412037E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.updatePersonOp.dwr","URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.updatePersonOp.dwr","19.0","19","7.8533085E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/roleService.getAuthRoleHideListByGroupId.dwr","URI/grcv5/dwr/call/plaincall/roleService.getAuthRoleHideListByGroupId.dwr","18.727272","206","8.51464E-4","11","6.3657404E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrKnowledgeService.getViewTotal.dwr","URI/grcv5/dwr/call/plaincall/dwrKnowledgeService.getViewTotal.dwr","18.5","37","1.5293286E-4","2","1.1574074E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/admin/home.jsp","URI/grcv5/admin/home.jsp","18.454546","203","8.390641E-4","11","6.3657404E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/lasContractArchiveM/G_1_connectBiddingNoSelector.htm","URI/grcv5/wp/lasContractArchiveM/G_1_connectBiddingNoSelector.htm","18.0","72","2.9759906E-4","4","2.3148148E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrCommonFlowSettingService.getCurrentOrgFlowData.dwr","URI/grcv5/dwr/call/plaincall/dwrCommonFlowSettingService.getCurrentOrgFlowData.dwr","17.594595","651","0.0026907916","37","2.1412037E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/contractClose/editContractClose.htm","URI/grcv5/wp/contractClose/editContractClose.htm","17.0","34","1.405329E-4","2","1.1574074E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/G_1_YW/G_1_HELPLIST.htm","URI/grcv5/wp/G_1_YW/G_1_HELPLIST.htm","17.0","17","7.026645E-5","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/selector/oppositeSelector.htm","URI/grcv5/wp/selector/oppositeSelector.htm","16.580645","514","0.0021245268","31","1.7939815E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"SpringController/contractCompliance/info/legalComplianceInfo","SpringController/contractCompliance/info/legalComplianceInfo","16.333334","833","0.003443056","51","2.951389E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/PDF.js/web/cmaps/UniCNS-UCS2-H.bcmap","URI/grcv5/resources/PDF.js/web/cmaps/UniCNS-UCS2-H.bcmap","16.0","16","6.613313E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrCaseService.getIsMajorCases.dwr","URI/grcv5/dwr/call/plaincall/dwrCaseService.getIsMajorCases.dwr","16.0","16","6.613313E-5","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"SpringController/contractCompliance/info/legalComplianceInfo","SpringController/contractCompliance/info/legalComplianceInfo","15.538462","202","8.3493075E-4","13","7.523148E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.updatePersonOp.dwr","URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.updatePersonOp.dwr","15.166667","91","3.7613217E-4","6","3.4722223E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/G_1_LegalKnowledge/G_1_LegalKnowledgeList14.htm","URI/grcv5/wp/G_1_LegalKnowledge/G_1_LegalKnowledgeList14.htm","15.0","15","6.19998E-5","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"SpringController/${url.rest.prefix.restapi.v1}/flow-form-model-relation/update-binding/{relId} (POST)","SpringController/${url.rest.prefix.restapi.v1}/flow-form-model-relation/update-binding/{relId} (POST)","15.0","15","6.19998E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrUserGroupService.searchGroupUsers.dwr","URI/grcv5/dwr/call/plaincall/dwrUserGroupService.searchGroupUsers.dwr","15.0","15","6.19998E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/user/product/contractPerform/editPerformFeedback.jsp","URI/grcv5/user/product/contractPerform/editPerformFeedback.jsp","15.0","15","6.19998E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrCaseService.getAcceptingInstitutionType.dwr","URI/grcv5/dwr/call/plaincall/dwrCaseService.getAcceptingInstitutionType.dwr","15.0","15","6.19998E-5","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/groupService.getTreeNodes.dwr","URI/grcv5/dwr/call/plaincall/groupService.getTreeNodes.dwr","15.0","180","7.439977E-4","12","6.9444446E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/contractQuery/contractQueryList.htm","URI/grcv5/wp/contractQuery/contractQueryList.htm","15.0","75","3.0999904E-4","5","2.8935185E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrCaseService.getBusInvolvedData.dwr","URI/grcv5/dwr/call/plaincall/dwrCaseService.getBusInvolvedData.dwr","15.0","15","6.19998E-5","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrCaseService.isGatIsForeign.dwr","URI/grcv5/dwr/call/plaincall/dwrCaseService.isGatIsForeign.dwr","15.0","15","6.19998E-5","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrPersonnelService.inside.dwr","URI/grcv5/dwr/call/plaincall/dwrPersonnelService.inside.dwr","14.875","476","0.0019674606","32","1.8518518E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrContractInfoService.findById.dwr","URI/grcv5/dwr/call/plaincall/dwrContractInfoService.findById.dwr","14.73488","24121","0.099699825","1637","0.00947338","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrCommonFlowSettingService.getCurrentOrgFlowData.dwr","URI/grcv5/dwr/call/plaincall/dwrCommonFlowSettingService.getCurrentOrgFlowData.dwr","14.695238","1543","0.0063777133","105","6.076389E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrOppositeService.getOppositeOtherInfo.dwr","URI/grcv5/dwr/call/plaincall/dwrOppositeService.getOppositeOtherInfo.dwr","14.431034","837","0.003459589","58","3.3564816E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/contractUpdatePart/G_1_contractUpdateList.htm","URI/grcv5/wp/contractUpdatePart/G_1_contractUpdateList.htm","14.285714","100","4.1333205E-4","7","4.0509258E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrUserGroupService.getGroupUserAppUserAndUserGroups.dwr","URI/grcv5/dwr/call/plaincall/dwrUserGroupService.getGroupUserAppUserAndUserGroups.dwr","14.25","57","2.3559926E-4","4","2.3148148E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrContractRiskWarningService.findContractRiskWarning.dwr","URI/grcv5/dwr/call/plaincall/dwrContractRiskWarningService.findContractRiskWarning.dwr","14.043771","4171","0.01724008","297","0.00171875","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"SpringController/dataStatistics/info/contract.json","SpringController/dataStatistics/info/contract.json","14.0","28","1.15732975E-4","2","1.1574074E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrCaseService.getAgentModeData.dwr","URI/grcv5/dwr/call/plaincall/dwrCaseService.getAgentModeData.dwr","14.0","14","5.7866488E-5","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrCaseService.getIsInsStemDispute.dwr","URI/grcv5/dwr/call/plaincall/dwrCaseService.getIsInsStemDispute.dwr","14.0","14","5.7866488E-5","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrCaseService.getSubjectAccountForshow.dwr","URI/grcv5/dwr/call/plaincall/dwrCaseService.getSubjectAccountForshow.dwr","14.0","14","5.7866488E-5","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/PDF.js/web/cmaps/UniJIS-UCS2-H.bcmap","URI/grcv5/resources/PDF.js/web/cmaps/UniJIS-UCS2-H.bcmap","14.0","14","5.7866488E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/G_1_oppositeAccess/G_1_oppositeAccessList.htm","URI/grcv5/wp/G_1_oppositeAccess/G_1_oppositeAccessList.htm","14.0","14","5.7866488E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrNonLawsuitService.getBusinessUnit.dwr","URI/grcv5/dwr/call/plaincall/dwrNonLawsuitService.getBusinessUnit.dwr","14.0","14","5.7866488E-5","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"SpringController/serverapi/cj/rest/dataCenter/getToken","SpringController/serverapi/cj/rest/dataCenter/getToken","14.0","210","8.679973E-4","15","8.680556E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/G_1_YW/G_1_xtywList.htm","URI/grcv5/wp/G_1_YW/G_1_xtywList.htm","13.9","278","0.0011490631","20","1.1574074E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/selector/oppositeSelector.htm","URI/grcv5/wp/selector/oppositeSelector.htm","13.809091","1519","0.006278514","110","6.3657406E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/roleService.getOwnRoleListByGroupId.dwr","URI/grcv5/dwr/call/plaincall/roleService.getOwnRoleListByGroupId.dwr","13.8","138","5.7039823E-4","10","5.787037E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/contractQuery/contractQueryList.htm","URI/grcv5/wp/contractQuery/contractQueryList.htm","13.727273","755","0.0031206568","55","3.1828703E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrExecutePersonService.saveExecutePerson.dwr","URI/grcv5/dwr/call/plaincall/dwrExecutePersonService.saveExecutePerson.dwr","13.722222","247","0.0010209301","18","1.0416667E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrLegDemandEditService.updateIsLegalLawyer.dwr","URI/grcv5/dwr/call/plaincall/dwrLegDemandEditService.updateIsLegalLawyer.dwr","13.538462","176","7.274644E-4","13","7.523148E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/user/product/dataStatistics/statistics.jsp","URI/grcv5/user/product/dataStatistics/statistics.jsp","13.5","54","2.231993E-4","4","2.3148148E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrContractInfoService.findById.dwr","URI/grcv5/dwr/call/plaincall/dwrContractInfoService.findById.dwr","13.495047","54493","0.22523703","4038","0.023368055","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/roleService.deassignUsers.dwr","URI/grcv5/dwr/call/plaincall/roleService.deassignUsers.dwr","13.25","53","2.1906599E-4","4","2.3148148E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/contractInfo/lasContractInfoList.htm","URI/grcv5/wp/contractInfo/lasContractInfoList.htm","13.071428","183","7.563976E-4","14","8.1018516E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrCaseService.ourPosition.dwr","URI/grcv5/dwr/call/plaincall/dwrCaseService.ourPosition.dwr","13.0","13","5.3733165E-5","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/admin/user_new/manager.jsp","URI/grcv5/admin/user_new/manager.jsp","13.0","52","2.1493266E-4","4","2.3148148E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"SpringController/dataStatistics/info/contract.json","SpringController/dataStatistics/info/contract.json","13.0","26","1.0746633E-4","2","1.1574074E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrNonLawsuitService.getCaseStage.dwr","URI/grcv5/dwr/call/plaincall/dwrNonLawsuitService.getCaseStage.dwr","13.0","13","5.3733165E-5","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/secadmin/user_new/manager.jsp","URI/grcv5/secadmin/user_new/manager.jsp","13.0","13","5.3733165E-5","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/admin/home.jsp","URI/grcv5/admin/home.jsp","12.777778","115","4.7533185E-4","9","5.2083335E-5","11.111111","1","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/contractInfo/lasContractInfoList.htm","URI/grcv5/wp/contractInfo/lasContractInfoList.htm","12.581819","692","0.0028602576","55","3.1828703E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/admin/user_new/manager.jsp","URI/grcv5/admin/user_new/manager.jsp","12.428572","87","3.5959887E-4","7","4.0509258E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrContractInfoService.getAttachByTemp.dwr","URI/grcv5/dwr/call/plaincall/dwrContractInfoService.getAttachByTemp.dwr","12.25","49","2.025327E-4","4","2.3148148E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/roleService.getAuthRoleHideListByGroupId.dwr","URI/grcv5/dwr/call/plaincall/roleService.getAuthRoleHideListByGroupId.dwr","12.0","12","4.9599847E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/template/user/orgEditor.html","URI/grcv5/resources/template/user/orgEditor.html","12.0","12","4.9599847E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductWorkflowListService.findInvalidList.dwr","URI/grcv5/dwr/call/plaincall/dwrProductWorkflowListService.findInvalidList.dwr","12.0","48","1.9839939E-4","4","2.3148148E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/secadmin/user_new/manager.jsp","URI/grcv5/secadmin/user_new/manager.jsp","12.0","12","4.9599847E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/user/product/dataStatistics/cockpit.jsp","URI/grcv5/user/product/dataStatistics/cockpit.jsp","11.75","47","1.9426606E-4","4","2.3148148E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrLegDemandEditService.updateIsLegalLawyer.dwr","URI/grcv5/dwr/call/plaincall/dwrLegDemandEditService.updateIsLegalLawyer.dwr","11.616438","848","0.0035050558","73","4.224537E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/G_1_handoverMana/G_1_handoverList.htm","URI/grcv5/wp/G_1_handoverMana/G_1_handoverList.htm","11.5","46","1.9013273E-4","4","2.3148148E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
